pageid,revision_id,title,ns
34838010,1079456087,Manon Gropius,0
16643579,1079269203,Princess Luise Dorothea of Saxe-Meiningen,0
357913,1068523232,Ludwig III of Bavaria,0
16287632,1080429178,Margaret Morris (dancer),0
30338311,1073598117,Luise Kähler,0
9209359,1061715842,Corinium Dobunnorum,0
22171633,892842388,Boiling Springs High School,0
14480858,1045829589,Ius indigenatus,0
1396819,1063025126,Siege of Calais (1346–1347),0
66130070,1059796546,Kingdom of Rishing,0
14941257,1027183771,Beacon Castle,0
3015836,1078068634,Robert II (archbishop of Rouen),0
5676710,1026397490,Siege of Adrianople (813),0
32485555,1054659997,Peter of Diokleia,0
2255553,1064098439,Jean B. Fletcher,0
36586834,1031093637,Bratislav Petković,0
46241234,1006744088,Theodoros Negris,0
34400311,1056462750,Ur-Ninurta,0
66236069,1037326446,Mademoiselle Bellerose,0
44095505,1064065910,Galloway Hoard,0
68008443,1058347864,Vittoria Alliata di Villafranca,0
5745874,1076918105,Countess Palatine Elisabeth Auguste Sofie of Neuburg,0
19545620,1079083984,Caroline Cornwallis,0
59269934,953686626,Cyphanta,0
2922319,1017919120,KV59,0
26759335,836129909,Monuments of Athens,0
24751660,1070341881,Albania during the Balkan Wars,0
53601126,1025596835,Venus figurines of Petersfels,0
3034741,1058795957,Phyllis Gates,0
53287402,1055138944,Bertha Marian Skeat,0
35811333,826835483,Sparsholt Roman Villa,0
47549173,1079197326,Maria Crocifissa Curcio,0
24831001,1020096673,Educational anthropology,0
57910974,1056555088,Lepoglava concentration camp,0
213936,1078074109,Harriet Martineau,0
58946473,1054517526,Eulalie de Mandéville,0
6203827,998069264,Miguel Civil,0
55854673,1015107491,Margarita Nolasco Armas,0
41611793,1026319147,Frederick Lukis,0
16774934,1065291074,Karelsprivilege,0
1915158,1079272572,Vaso Čubrilović,0
27904095,1078427728,Tel Jezreel,0
33454675,1023071863,Columbus Painter,0
37241797,1076161665,List of shipwrecks in December 1916,0
52466754,1036399275,Edmund Groag,0
2542456,1030854254,Emperor Nijō,0
39664006,800640598,1139 in Ireland,0
34685386,1067174937,Lady Meng Jiang,0
59207712,1077143191,Hamdan Qarmat,0
62713365,1069748876,Senator Miller,0
16299721,1062365076,Crow (heraldry),0
61879240,1067147841,Olga Sławska,0
12568109,1041968560,Sigurd stones,0
1167367,1075303403,"Ernest, Duke of Austria",0
12731712,1073477068,Edina Leković,0
57331314,1005945053,Erna Mohr,0
9328641,1044953520,Gerulata,0
51376,1067224638,380s BC,0
47578545,963423621,1614 in France,0
63805601,981003291,Honora Jenkins's will,0
39995,1067919208,1213,0
225692,1054018482,1747 in literature,0
41182386,1036802074,Peter Poellner,0
12544964,1067699435,Georges Legrain,0
58782396,991601737,Eutresis (Boeotia),0
29384277,1076691913,Olha Basarab,0
